id,category
NEWS_00765,2
NEWS_00766,3
NEWS_00767,3
NEWS_00768,3
NEWS_00769,3
NEWS_00770,4
NEWS_00771,3
NEWS_00772,4
NEWS_00773,2
NEWS_00774,1
NEWS_00775,1
NEWS_00776,1
NEWS_00777,3
NEWS_00778,2
NEWS_00779,4
NEWS_00780,4
NEWS_00781,3
NEWS_00782,2
NEWS_00783,5
NEWS_00784,2
NEWS_00785,3
NEWS_00786,1
NEWS_00787,5
NEWS_00788,2
NEWS_00789,2
NEWS_00790,4
NEWS_00791,1
NEWS_00792,1
NEWS_00793,4
NEWS_00794,0
NEWS_00795,0
NEWS_00796,2
NEWS_00797,1
NEWS_00798,3
NEWS_00799,1
NEWS_00800,4
NEWS_00801,3
NEWS_00802,4
NEWS_00803,0
NEWS_00804,4
NEWS_00805,3
NEWS_00806,3
NEWS_00807,1
NEWS_00808,1
NEWS_00809,5
NEWS_00810,1
NEWS_00811,1
NEWS_00812,1
NEWS_00813,2
NEWS_00814,5
NEWS_00815,5
NEWS_00816,4
NEWS_00817,2
NEWS_00818,2
NEWS_00819,2
NEWS_00820,4
NEWS_00821,1
NEWS_00822,3
NEWS_00823,4
NEWS_00824,3
NEWS_00825,2
NEWS_00826,2
NEWS_00827,1
NEWS_00828,5
NEWS_00829,2
NEWS_00830,4
NEWS_00831,1
NEWS_00832,3
NEWS_00833,4
NEWS_00834,1
NEWS_00835,4
NEWS_00836,4
NEWS_00837,1
NEWS_00838,3
NEWS_00839,2
NEWS_00840,5
NEWS_00841,2
NEWS_00842,3
NEWS_00843,0
NEWS_00844,2
NEWS_00845,3
NEWS_00846,1
NEWS_00847,1
NEWS_00848,0
NEWS_00849,5
NEWS_00850,1
NEWS_00851,3
NEWS_00852,5
NEWS_00853,2
NEWS_00854,1
NEWS_00855,4
NEWS_00856,1
NEWS_00857,4
NEWS_00858,2
NEWS_00859,4
NEWS_00860,4
NEWS_00861,4
NEWS_00862,4
NEWS_00863,0
NEWS_00864,2
NEWS_00865,4
NEWS_00866,0
NEWS_00867,1
NEWS_00868,1
NEWS_00869,3
NEWS_00870,4
NEWS_00871,5
NEWS_00872,5
NEWS_00873,0
NEWS_00874,4
NEWS_00875,1
NEWS_00876,5
NEWS_00877,4
NEWS_00878,2
NEWS_00879,2
NEWS_00880,2
NEWS_00881,4
NEWS_00882,1
NEWS_00883,3
NEWS_00884,1
NEWS_00885,4
NEWS_00886,3
NEWS_00887,3
NEWS_00888,4
NEWS_00889,4
NEWS_00890,4
NEWS_00891,4
NEWS_00892,2
NEWS_00893,1
NEWS_00894,1
NEWS_00895,4
NEWS_00896,3
NEWS_00897,5
NEWS_00898,4
NEWS_00899,4
NEWS_00900,4
NEWS_00901,3
NEWS_00902,5
NEWS_00903,4
NEWS_00904,4
NEWS_00905,4
NEWS_00906,2
NEWS_00907,3
NEWS_00908,4
NEWS_00909,4
NEWS_00910,5
NEWS_00911,2
NEWS_00912,4
NEWS_00913,3
NEWS_00914,0
NEWS_00915,0
NEWS_00916,5
NEWS_00917,1
NEWS_00918,5
NEWS_00919,4
NEWS_00920,3
NEWS_00921,4
NEWS_00922,5
NEWS_00923,3
NEWS_00924,1
NEWS_00925,5
NEWS_00926,5
NEWS_00927,1
NEWS_00928,0
NEWS_00929,1
NEWS_00930,3
NEWS_00931,3
NEWS_00932,4
NEWS_00933,4
NEWS_00934,3
NEWS_00935,4
NEWS_00936,0
NEWS_00937,1
NEWS_00938,0
NEWS_00939,3
NEWS_00940,5
NEWS_00941,4
NEWS_00942,3
NEWS_00943,4
NEWS_00944,4
NEWS_00945,4
NEWS_00946,1
NEWS_00947,2
NEWS_00948,4
NEWS_00949,4
NEWS_00950,4
NEWS_00951,5
NEWS_00952,4
NEWS_00953,2
NEWS_00954,5
NEWS_00955,2
NEWS_00956,3
NEWS_00957,4
NEWS_00958,4
NEWS_00959,1
NEWS_00960,4
NEWS_00961,5
NEWS_00962,3
NEWS_00963,1
NEWS_00964,3
NEWS_00965,1
NEWS_00966,4
NEWS_00967,0
NEWS_00968,3
NEWS_00969,0
NEWS_00970,0
NEWS_00971,0
NEWS_00972,5
NEWS_00973,2
NEWS_00974,2
NEWS_00975,5
NEWS_00976,5
NEWS_00977,4
NEWS_00978,4
NEWS_00979,1
NEWS_00980,0
NEWS_00981,4
NEWS_00982,3
NEWS_00983,1
NEWS_00984,0
NEWS_00985,4
NEWS_00986,4
NEWS_00987,0
NEWS_00988,4
NEWS_00989,4
NEWS_00990,5
NEWS_00991,1
NEWS_00992,1
NEWS_00993,5
NEWS_00994,0
NEWS_00995,4
NEWS_00996,3
NEWS_00997,1
NEWS_00998,4
NEWS_00999,2
NEWS_01000,4
NEWS_01001,3
NEWS_01002,5
NEWS_01003,3
NEWS_01004,1
NEWS_01005,5
NEWS_01006,4
NEWS_01007,1
NEWS_01008,3
NEWS_01009,2
NEWS_01010,3
NEWS_01011,1
NEWS_01012,1
NEWS_01013,2
NEWS_01014,0
NEWS_01015,3
NEWS_01016,0
NEWS_01017,2
NEWS_01018,1
NEWS_01019,5
NEWS_01020,3
NEWS_01021,4
NEWS_01022,4
NEWS_01023,4
NEWS_01024,1
NEWS_01025,1
NEWS_01026,2
NEWS_01027,3
NEWS_01028,1
NEWS_01029,3
NEWS_01030,4
NEWS_01031,3
NEWS_01032,5
NEWS_01033,4
NEWS_01034,4
NEWS_01035,1
NEWS_01036,4
NEWS_01037,2
NEWS_01038,1
NEWS_01039,1
NEWS_01040,3
NEWS_01041,2
NEWS_01042,4
NEWS_01043,3
NEWS_01044,4
NEWS_01045,5
NEWS_01046,5
NEWS_01047,4
NEWS_01048,5
NEWS_01049,4
NEWS_01050,3
NEWS_01051,1
NEWS_01052,4
NEWS_01053,3
NEWS_01054,4
NEWS_01055,2
NEWS_01056,1
NEWS_01057,5
NEWS_01058,4
NEWS_01059,1
NEWS_01060,3
NEWS_01061,1
NEWS_01062,4
NEWS_01063,3
NEWS_01064,4
NEWS_01065,3
NEWS_01066,5
NEWS_01067,3
NEWS_01068,2
NEWS_01069,5
NEWS_01070,2
NEWS_01071,1
NEWS_01072,4
NEWS_01073,4
NEWS_01074,3
NEWS_01075,3
NEWS_01076,3
NEWS_01077,3
NEWS_01078,2
NEWS_01079,5
NEWS_01080,1
NEWS_01081,4
NEWS_01082,1
NEWS_01083,3
NEWS_01084,4
NEWS_01085,3
NEWS_01086,3
NEWS_01087,0
NEWS_01088,0
NEWS_01089,1
NEWS_01090,1
NEWS_01091,1
NEWS_01092,4
NEWS_01093,3
NEWS_01094,2
NEWS_01095,4
NEWS_01096,2
NEWS_01097,1
NEWS_01098,4
NEWS_01099,3
NEWS_01100,5
NEWS_01101,2
NEWS_01102,1
NEWS_01103,4
NEWS_01104,4
NEWS_01105,5
NEWS_01106,5
NEWS_01107,5
NEWS_01108,3
NEWS_01109,1
NEWS_01110,1
NEWS_01111,4
NEWS_01112,3
NEWS_01113,1
NEWS_01114,1
NEWS_01115,2
NEWS_01116,4
NEWS_01117,4
NEWS_01118,1
NEWS_01119,4
NEWS_01120,0
NEWS_01121,1
NEWS_01122,2
NEWS_01123,5
NEWS_01124,4
NEWS_01125,1
NEWS_01126,2
NEWS_01127,4
NEWS_01128,2
NEWS_01129,4
NEWS_01130,4
NEWS_01131,3
NEWS_01132,3
NEWS_01133,1
NEWS_01134,1
NEWS_01135,1
NEWS_01136,0
NEWS_01137,1
NEWS_01138,5
NEWS_01139,3
NEWS_01140,1
NEWS_01141,0
NEWS_01142,1
NEWS_01143,3
NEWS_01144,5
NEWS_01145,3
NEWS_01146,4
NEWS_01147,2
NEWS_01148,4
NEWS_01149,5
NEWS_01150,4
NEWS_01151,1
NEWS_01152,2
NEWS_01153,2
NEWS_01154,4
NEWS_01155,4
NEWS_01156,0
NEWS_01157,2
NEWS_01158,4
NEWS_01159,3
NEWS_01160,1
NEWS_01161,0
NEWS_01162,4
NEWS_01163,1
NEWS_01164,1
NEWS_01165,5
NEWS_01166,5
NEWS_01167,2
NEWS_01168,2
NEWS_01169,2
NEWS_01170,4
NEWS_01171,3
NEWS_01172,2
NEWS_01173,2
NEWS_01174,4
NEWS_01175,2
NEWS_01176,3
NEWS_01177,3
NEWS_01178,1
NEWS_01179,4
NEWS_01180,3
NEWS_01181,3
NEWS_01182,3
NEWS_01183,4
NEWS_01184,3
NEWS_01185,5
NEWS_01186,4
NEWS_01187,3
NEWS_01188,1
NEWS_01189,4
NEWS_01190,5
NEWS_01191,5
NEWS_01192,2
NEWS_01193,4
NEWS_01194,2
NEWS_01195,5
NEWS_01196,5
NEWS_01197,4
NEWS_01198,0
NEWS_01199,2
NEWS_01200,1
NEWS_01201,2
NEWS_01202,1
NEWS_01203,4
NEWS_01204,5
NEWS_01205,3
NEWS_01206,4
NEWS_01207,2
NEWS_01208,4
NEWS_01209,2
NEWS_01210,2
NEWS_01211,3
NEWS_01212,4
NEWS_01213,1
NEWS_01214,0
NEWS_01215,2
NEWS_01216,3
NEWS_01217,4
NEWS_01218,2
NEWS_01219,1
NEWS_01220,2
NEWS_01221,4
NEWS_01222,1
NEWS_01223,4
NEWS_01224,3
NEWS_01225,2
NEWS_01226,3
NEWS_01227,2
NEWS_01228,0
NEWS_01229,3
NEWS_01230,3
NEWS_01231,3
NEWS_01232,4
NEWS_01233,3
NEWS_01234,4
NEWS_01235,5
NEWS_01236,4
NEWS_01237,1
NEWS_01238,3
NEWS_01239,3
NEWS_01240,4
NEWS_01241,2
NEWS_01242,4
NEWS_01243,2
NEWS_01244,1
NEWS_01245,4
NEWS_01246,1
NEWS_01247,1
NEWS_01248,2
NEWS_01249,3
NEWS_01250,4
NEWS_01251,4
NEWS_01252,5
NEWS_01253,1
NEWS_01254,0
NEWS_01255,2
NEWS_01256,2
NEWS_01257,3
NEWS_01258,2
NEWS_01259,2
NEWS_01260,0
NEWS_01261,4
NEWS_01262,5
NEWS_01263,3
NEWS_01264,3
NEWS_01265,1
NEWS_01266,3
NEWS_01267,1
NEWS_01268,1
NEWS_01269,1
NEWS_01270,3
NEWS_01271,3
NEWS_01272,5
NEWS_01273,2
NEWS_01274,2
NEWS_01275,1
NEWS_01276,5
NEWS_01277,1
NEWS_01278,5
NEWS_01279,5
NEWS_01280,1
NEWS_01281,1
NEWS_01282,2
NEWS_01283,5
NEWS_01284,5
NEWS_01285,3
NEWS_01286,4
NEWS_01287,1
NEWS_01288,2
NEWS_01289,1
NEWS_01290,3
NEWS_01291,4
NEWS_01292,1
NEWS_01293,0
NEWS_01294,5
NEWS_01295,4
NEWS_01296,0
NEWS_01297,1
NEWS_01298,0
NEWS_01299,4
NEWS_01300,3
NEWS_01301,1
NEWS_01302,5
NEWS_01303,3
NEWS_01304,4
NEWS_01305,4
NEWS_01306,0
NEWS_01307,1
NEWS_01308,1
NEWS_01309,5
NEWS_01310,0
NEWS_01311,0
NEWS_01312,4
NEWS_01313,5
NEWS_01314,1
NEWS_01315,4
NEWS_01316,1
NEWS_01317,2
NEWS_01318,4
NEWS_01319,3
NEWS_01320,5
NEWS_01321,3
NEWS_01322,4
NEWS_01323,1
NEWS_01324,1
NEWS_01325,3
NEWS_01326,3
NEWS_01327,0
NEWS_01328,5
NEWS_01329,3
NEWS_01330,2
NEWS_01331,4
NEWS_01332,3
NEWS_01333,4
NEWS_01334,1
NEWS_01335,5
NEWS_01336,4
NEWS_01337,0
NEWS_01338,2
NEWS_01339,2
NEWS_01340,0
NEWS_01341,5
NEWS_01342,2
NEWS_01343,1
NEWS_01344,4
NEWS_01345,4
NEWS_01346,5
NEWS_01347,1
NEWS_01348,1
NEWS_01349,4
NEWS_01350,2
NEWS_01351,3
NEWS_01352,1
NEWS_01353,3
NEWS_01354,3
NEWS_01355,2
NEWS_01356,4
NEWS_01357,1
NEWS_01358,5
NEWS_01359,3
NEWS_01360,3
NEWS_01361,2
NEWS_01362,5
NEWS_01363,0
NEWS_01364,3
NEWS_01365,2
NEWS_01366,3
NEWS_01367,0
NEWS_01368,4
NEWS_01369,3
NEWS_01370,1
NEWS_01371,5
NEWS_01372,3
NEWS_01373,3
NEWS_01374,2
NEWS_01375,1
NEWS_01376,1
NEWS_01377,1
NEWS_01378,1
NEWS_01379,2
NEWS_01380,0
NEWS_01381,3
NEWS_01382,1
NEWS_01383,1
NEWS_01384,3
NEWS_01385,1
NEWS_01386,2
NEWS_01387,4
NEWS_01388,2
NEWS_01389,4
NEWS_01390,2
NEWS_01391,2
NEWS_01392,3
NEWS_01393,1
NEWS_01394,2
NEWS_01395,2
NEWS_01396,2
NEWS_01397,3
NEWS_01398,1
